Annual Tuition Fee*,Course Duration,Course Credits,Delivery Medium,Course Link,Tuition Link,Application Fee,Application Link
"$60,379",9 Months,30,On Campus,https://huntsman.usu.edu/mmis/,,$55,https://applynow.usu.edu/RecruitNewWFE/Account/Login?ReturnUrl=%2fRecruitNewWFE%2f
"$26,292",12 Months,30,On Campus,http://www.usu.edu/degrees/index.cfm?id=13,https://www.usu.edu/online/cost,$55,https://applynow.usu.edu/RecruitNewWFE/Account/Login?ReturnUrl=%2fRecruitNewWFE%2f
"$43,147",18 Months,3,On Campus,https://huntsman.usu.edu/mhr/index,https://huntsman.usu.edu/cmhr/tuition-financial-aid,$55,https://gradschool.usu.edu/apply/
"$41,598",12 Months,30,On Campus,https://engineering.usu.edu/explore-degrees/graduate/irrigation-engineering,https://study.usu.edu/costs/,$55,https://applynow.usu.edu/RecruitNewWFE/Account/Login?ReturnUrl=%2fRecruitNewWFE%2f
"$52,302",12 Months,36,On Campus,https://huntsman.usu.edu/mba/index,https://huntsman.usu.edu/mba/campus/tuition,$55,https://applynow.usu.edu/RecruitNewWFE/Account/Login?ReturnUrl=%2fRecruitNewWFE%2f
"$43,569",12 Months,30,On Campus,https://huntsman.usu.edu/mse/index,https://huntsman.usu.edu/mse/tuition,$55,https://applynow.usu.edu/RecruitNewWFE/Account/Login?ReturnUrl=%2fRecruitNewWFE%2f
"$24,080",12 Months,30,On Campus,https://www.usu.edu/degrees/index.cfm?id=64,https://www.usu.edu/financialaid/aid/costs,$55,https://applynow.usu.edu/RecruitNewWFE/Account/Login?ReturnUrl=%2fRecruitNewWFE%2f
"$24,080",12 Months,30,On Campus,http://politicalscience.usu.edu/graduate-study/graduate-study,https://www.usu.edu/financialaid/aid/costs,$55,https://applynow.usu.edu/RecruitNewWFE/Account/Login?ReturnUrl=%2fRecruitNewWFE%2f
"$12,040",24 Months,30,On Campus,https://www.usu.edu/physics/students/graduate-program,https://www.usu.edu/financialaid/aid/costs,$55,https://applynow.usu.edu/RecruitNewWFE/Account/Login?ReturnUrl=%2fRecruitNewWFE
"$57,900",24 Months,30,On Campus,https://www.cs.duke.edu/graduate/ms,https://gradschool.duke.edu/financial-support/cost-attend#internationalmasters,$95,https://applygp.duke.edu/apply/?sr=fb7e1fb4-0e05-4629-8ad8-92d6bc4ff40e
"$50,663",24 Months,30,On Campus,https://econ.duke.edu/masters-programs/degree-programs/msec,https://gradschool.duke.edu/financial-support/tuition-fees-and-phd-stipends,$95,https://applygp.duke.edu/apply/?sr=cef36fc0-412c-43f4-b99d-b9999b35b33b
"$57,900",24 Months,36,On Campus,https://stat.duke.edu/ms/ms-focus-areas-tracks/data-science-analytics,https://gradschool.duke.edu/financial-support/tuition-fees-and-phd-stipends,$95,https://applygp.duke.edu/apply/?sr=cef36fc0-412c-43f4-b99d-b9999b35b33b
"$58,920",12 Months,30,On Campus,https://memp.pratt.duke.edu/,https://memp.pratt.duke.edu/campus/tuition-financial-aid,$75,https://applygp.duke.edu/apply/?sr=1a71cdbb-9326-4fe0-b8c9-50b8bc0c1543
"$57,900",24 Months,30,On Campus,https://bme.duke.edu/grad/masters/ms,https://gradschool.duke.edu/financial-support/tuition-fees-and-phd-stipends ,$95,https://applygp.duke.edu/apply/?sr=fb7e1fb4-0e05-4629-8ad8-92d6bc4ff40e
"$57,900",18 Months,30,On Campus,https://ece.duke.edu/masters/degrees/ms,https://gradschool.duke.edu/financial-support/cost-attend#internationalmasters,$95,https://applygp.duke.edu/apply/?sr=fb7e1fb4-0e05-4629-8ad8-92d6bc4ff40e
"$50,663",24 Months,30,On Campus,https://cee.duke.edu/grad/masters/ms,https://gradschool.duke.edu/financial-support/tuition-fees-and-phd-stipends,$95,https://applygp.duke.edu/apply/?sr=fb7e1fb4-0e05-4629-8ad8-92d6bc4ff40e
"$88,301",10 Months,NA,On Campus,https://www.fuqua.duke.edu/programs/mqm-business-analytics,https://www.fuqua.duke.edu/programs/mqm-business-analytics/tuition-costs,$125,https://admissions.fuqua.duke.edu/apply/?sr=340b5a1d-def1-4299-b2d4-71a5dc4220eb&_ga=2.100080926.1856481810.1595927170-1096768386.1595927170
"$70,127",22 Months,NA,On Campus,https://www.fuqua.duke.edu/programs/daytime-mba,https://www.fuqua.duke.edu/programs/daytime-mba/tuition-costs,$225,https://admissions.fuqua.duke.edu/apply/?sr=340b5a1d-def1-4299-b2d4-71a5dc4220eb&_ga=2.100080926.1856481810.1595927170-1096768386.1595927170
"$50,663",24 Months,30,On Campus,https://econ.duke.edu/masters-programs/degree-programs/ma-econ,https://gradschool.duke.edu/financial-support/tuition-fees-and-phd-stipends,$95,https://applygp.duke.edu/apply/?sr=cef36fc0-412c-43f4-b99d-b9999b35b33b
"$58,176",18 Months,30,On Campus,https://mems.duke.edu/grad/masters/meng-material-science-engineering,https://meng.pratt.duke.edu/apply/tuition-financial-aid,$75,https://applygp.duke.edu/apply/?sr=c11523e3-5b88-4fc7-88aa-f5afe75d83db
"$57,900",18 Months,30,On Campus,https://mems.duke.edu/grad/masters/ms,https://gradschool.duke.edu/financial-support/cost-attend#internationalmasters,$95,https://applygp.duke.edu/apply/?sr=fb7e1fb4-0e05-4629-8ad8-92d6bc4ff40e
"$30,110",24 Months,42,On Campus,https://datascience.duke.edu/,https://datascience.duke.edu/tuition-financial-aid,$95,https://applygp.duke.edu/apply/?sr=cef36fc0-412c-43f4-b99d-b9999b35b33b
"$43,425",24 Months,30,On Campus,http://matsci.duke.edu/degrees/masters,https://gradschool.duke.edu/financial-support/cost-attend#masters,$95,https://applygp.duke.edu/apply/?sr=fb7e1fb4-0e05-4629-8ad8-92d6bc4ff40e
"$57,296",10 Months,38,On Campus,https://medschool.duke.edu/education/degree-programs-and-admissions/master-biomedical-sciences/program-overview,https://medschool.duke.edu/education/degree-programs-and-admissions/master-biomedical-sciences/tuition-financial-support,$50,https://admissions.duhs.duke.edu/mbs/main
"$58,176",18 Months,30,On Campus,https://bme.duke.edu/grad/masters/meng,https://meng.pratt.duke.edu/apply/tuition-financial-aid,$75,https://applygp.duke.edu/apply/?sr=fb7e1fb4-0e05-4629-8ad8-92d6bc4ff40e
"$50,663",24 Months,30,On Campus,https://history.duke.edu/graduate/degrees/ma,https://gradschool.duke.edu/financial-support/tuition-fees-and-phd-stipends,$95,https://applygp.duke.edu/apply/?sr=cef36fc0-412c-43f4-b99d-b9999b35b33b
"$43,425",24 Months,30,On Campus,https://gradschool.duke.edu/academics/programs-degrees/political-science,https://gradschool.duke.edu/financial-support/tuition-fees-and-phd-stipends,$95,https://applygp.duke.edu/apply/?sr=cef36fc0-412c-43f4-b99d-b9999b35b33b
"$66,902",12 Months,24,On Campus,https://ai.meng.duke.edu/degree,https://ai.meng.duke.edu/degree,$75,https://meng.pratt.duke.edu/apply/online
"£15,100",12 Months,NA,On Campus,https://www.ntu.ac.uk/study-and-courses/courses/find-your-course/science-technology/pg/2020-21/msc-engineering-management,https://www.ntu.ac.uk/study-and-courses/courses/find-your-course/science-technology/pg/2020-21/msc-engineering-management,NA,https://www4.ntu.ac.uk/apps/direct_applicant_portal/User/Login
"£14,500",12 Months,NA,On Campus,,,,
"£15,500",12 Months,180,On Campus,https://www.ntu.ac.uk/course/science-and-technology/pg/next-year/msc-computer-science,https://www.ntu.ac.uk/course/science-and-technology/pg/next-year/msc-computer-science,NA,https://www4.ntu.ac.uk/apps/direct_applicant_portal/User/Login
"£14,500",12 Months,NA,On Campus,,,,
"£14,500",12 Months,NA,On Campus,,,,
"£14,500",12 Months,NA,On Campus,,,,
"£14,500",12 Months,NA,On Campus,https://www.ntu.ac.uk/study-and-courses/courses/find-your-course/science-technology/pg/2019-20/biomedical-science-2019,https://www.ntu.ac.uk/study-and-courses/courses/find-your-course/science-technology/pg/2019-20/biomedical-science-2019,NA,https://www4.ntu.ac.uk/apps/direct_applicant_portal/User/Login
"£14,500",12 Months,NA,On Campus,,,,
"£15,500",12 Months,NA,On Campus,https://www.ntu.ac.uk/course/science-and-technology/pg/msc-pharmacology,https://www.ntu.ac.uk/course/science-and-technology/pg/msc-pharmacology,NA,https://ntu.ac.uk/apps/direct_applicant_portal/User/Login
"£14,500",12 Months,NA,On Campus,,,,
"£14,500",12 Months,NA,On Campus,,,,
"£15,100",12 Months,NA,On Campus,https://www.ntu.ac.uk/study-and-courses/courses/find-your-course/science-technology/pg/2020-21/computing-systems,https://www.ntu.ac.uk/study-and-courses/courses/find-your-course/science-technology/pg/2020-21/computing-systems,NA,https://www4.ntu.ac.uk/apps/direct_applicant_portal/User/Login
"£34,000",12 Months,NA,On Campus,https://www.hult.edu/en/locations/london/postgraduate/,https://www.hult.edu/en/programs/masters/international-business/,£150,https://studentapplication.hult.edu/en/?_ga=2.154935864.1823522190.1629953650-1917796988.1629953650
"£54,600",12 Months,NA,On Campus,https://www.hult.edu/en/programs/mba/london/,https://www.hult.edu/en/programs/mba/admissions/fees/,£150,https://studentapplication.hult.edu/en/?_ga=2.245391492.1823522190.1629953650-1917796988.1629953650
"NZ$25,134",18 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/engineering-computer-and-mathematical-sciences/courses/master-of-computer-and-information-sciences,https://www.aut.ac.nz/study/study-options/engineering-computer-and-mathematical-sciences/courses/master-of-computer-and-information-sciences,NZ$150,https://apply.aut.ac.nz/
"£34,000",12 Months,NA,On Campus,https://www.hult.edu/en/locations/london/postgraduate/,https://www.hult.edu/en/programs/masters/international-marketing/,£150,https://studentapplication.hult.edu/en/?_ga=2.224658842.1823522190.1629953650-1917796988.1629953650
"NZ$24,927",18 Months,NA,On Campus,,,,
"NZ$25,134",18 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/engineering-computer-and-mathematical-sciences/courses/master-of-analytics,https://www.aut.ac.nz/study/study-options/engineering-computer-and-mathematical-sciences/courses/master-of-analytics,NA,https://apply.aut.ac.nz/#
"NZ$42,900",12 Months,120,On Campus,https://www.aut.ac.nz/study/study-options/engineering-computer-and-mathematical-sciences/courses/master-of-construction-management,https://www.aut.ac.nz/study/study-options/engineering-computer-and-mathematical-sciences/courses/master-of-construction-management,NA,https://apply.aut.ac.nz/
"NZ$17,390",24 Months,NA,On Campus,,,,
"NZ$37,390",12 Months,NA,On Campus,,,,
"NZ$22,220",18 Months,NA,On Campus,,,,
"NZ$15,580",24 Months,NA,On Campus,,,,
"NZ$14,915",24 Months,NA,On Campus,,,,
"NZ$35,810",18 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/business/courses/master-of-business-administration,https://www.aut.ac.nz/study/study-options/business/courses/master-of-business-administration,NA,https://apply.aut.ac.nz/
"NZ$23,227",18 Months,NA,On Campus,,,,
"NZ$33,330",18 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/business/courses/master-of-marketing,https://www.aut.ac.nz/study/study-options/business/courses/master-of-marketing,NA,https://apply.aut.ac.nz/?prog=AK1323
"NZ$33,330",12 Months,NA,On Campus,,,,
"NZ$17,390",24 Months,NA,On Campus,,,,
"NZ$22,483",18 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/communication-studies/courses/master-of-communication-studies,https://www.aut.ac.nz/study/study-options/communication-studies/courses/master-of-communication-studies,NA,https://apply.aut.ac.nz/?prog=AK1323
"NZ$33,330",18 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/business/courses/master-of-applied-finance,https://www.aut.ac.nz/study/study-options/business/courses/master-of-applied-finance,NA,https://apply.aut.ac.nz/
"NZ$41,241",12 Months,120,On Campus,https://www.aut.ac.nz/study/study-options/engineering-computer-and-mathematical-sciences/courses/master-of-engineering-project-management,https://www.aut.ac.nz/study/study-options/engineering-computer-and-mathematical-sciences/courses/master-of-engineering-project-management,NA,https://www.aut.ac.nz/apply-now?prog=AK1329
"NZ$25,134",18 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/engineering-computer-and-mathematical-sciences/courses/master-of-information-security-and-digital-forensics,https://www.aut.ac.nz/study/study-options/engineering-computer-and-mathematical-sciences/courses/master-of-information-security-and-digital-forensics,NZ$100,https://apply.aut.ac.nz/
"NZ$18,110",24 Months,NA,On Campus,,,,
"NZ$46,785",12 Months,NA,On Campus,,,,
"NZ$38,480",24 Months,240,On Campus,https://www.aut.ac.nz/study/study-options/architecture/courses/master-of-architecture-professional,https://www.aut.ac.nz/study/study-options/architecture/courses/master-of-architecture-professional,NA,https://www.aut.ac.nz/apply-now?prog=AK1329
"NZ$49,995",12 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/business/courses/master-of-supply-chain-management,https://www.aut.ac.nz/study/study-options/business/courses/master-of-supply-chain-management,NA,https://apply.aut.ac.nz/
"NZ$33,330",18 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/business/courses/master-of-global-business,https://www.aut.ac.nz/study/study-options/business/courses/master-of-global-business,NA,https://apply.aut.ac.nz/?prog=AK1323
"NZ$33,330",18 Months,240,On Campus,https://www.aut.ac.nz/study/study-options/business/courses/master-of-professional-accounting,https://www.aut.ac.nz/study/study-options/business/courses/master-of-professional-accounting,NA,https://apply.aut.ac.nz/
"NZ$17,390",24 Months,NA,On Campus,,,,
"NZ$23,227",18 Months,NA,On Campus,,,,
"NZ$23,227",18 Months,NA,On Campus,,,,
"NZ$19,587",18 Months,NA,On Campus,,,,
"CA$12,661",24 Months,NA,On Campus,https://med.acadiau.ca/home.html,https://financial-services.acadiau.ca/Tuition_Fees.html,,
"CA$12,728",24 Months,NA,On Campus,https://www2.acadiau.ca/prg_gr_engl.html,https://financial-services.acadiau.ca/Tuition_Fees.html,,
"NZ$33,330",18 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/business-and-economics/courses/master-of-business-management,https://www.aut.ac.nz/study/study-options/business-and-economics/courses/master-of-business-management,NA,https://apply.aut.ac.nz/?prog=AK1323
"NZ$34,040",12 Months,120,On Campus,https://www.aut.ac.nz/study/study-options/language-and-culture/courses/master-of-creative-writing,https://www.aut.ac.nz/study/study-options/language-and-culture/courses/master-of-creative-writing,NA,https://apply.aut.ac.nz/
"CA$12,728",24 Months,NA,On Campus,https://www2.acadiau.ca/prg_gr_geom.html,https://financial-services.acadiau.ca/Tuition_Fees.html,,
"NZ$22,220",18 Months,180,On Campus,https://www.aut.ac.nz/study/study-options/business/courses/master-of-business/economics,https://www.aut.ac.nz/study/study-options/business/courses/master-of-business,NA,https://apply.aut.ac.nz/
"CA$16,455",12 Months,NA,On Campus,https://www2.acadiau.ca/prg_gr_pols.html,https://financial-services.acadiau.ca/Tuition_Fees.html,,
"CA$13,347",24 Months,NA,On Campus,https://www2.acadiau.ca/prg_gr_comp.html,https://gradstudies.acadiau.ca/fees_funding.html,CA$50,https://connect.acadiau.ca/apply/
"CA$8,161",24 Months,30,On Campus,https://acadiadiv.ca/mat/#60academic,https://financial-services.acadiau.ca/Tuition_Fees.html,,
"CA$12,728",24 Months,NA,On Campus,https://www2.acadiau.ca/prg_gr_geol.html,https://financial-services.acadiau.ca/Tuition_Fees.html,,
"CA$12,980",24 Months,NA,On Campus,https://www2.acadiau.ca/prg_gr_math.html,https://financial-services.acadiau.ca/Tuition_Fees.html,CA$50,https://connect.acadiau.ca/apply/
"CA$12,980",24 Months,NA,On Campus,https://www2.acadiau.ca/prg_gr_chem.html,https://financial-services.acadiau.ca/Tuition_Fees.html,CA$50,https://connect.acadiau.ca/apply/
"CA$16,456",12 Months,NA,On Campus,https://www2.acadiau.ca/prg_gr_soci.html,https://financial-services.acadiau.ca/Tuition_Fees.html,,
"CA$12,676",24 Months,NA,On Campus,https://www2.acadiau.ca/prg_gr_recr.html,https://financial-services.acadiau.ca/Tuition_Fees.html,,
NA,24 Months,120,On Campus,https://www.uni-rostock.de/studium/studienangebot/alle-studiengaenge-und-abschluesse/studiengaenge-a-z/sgis-detailansichten-fuer-listen/?course=1133&cHash=85b723ac673cca46f95be7d550258ade,"https://www.uni-rostock.de/en/international-affairs/incoming/degree-students/financingstipends/#:~:text=There%20is%20no%20tuition%20at,to%20use%20local%20public%20transportation.",€75,https://my.uni-assist.de/registrierung
"€9,000",24 Months,NA,On Campus,https://www.berlinsbi.com/courses/postgraduate/mba,https://www.berlinsbi.com/courses/postgraduate/mba,NA,https://start.berlinsbi.com/login
"€4,000",24 Months,NA,On Campus,https://www.uni-bayreuth.de/de/studium/masterstudium/scientific-computing/index.php,https://www.eimas.uni-bayreuth.de/en/information_applicants_and_students/fees/index.html,,
"€10,000",24 Months,NA,On Campus,https://www.thi.de/en/executive-education/degree-programmes/simulation-based-engineering-meng,https://www.thi.de/en/executive-education/degree-programmes/simulation-based-engineering-meng,NA,
"$23,502",18 Months,NA,On Campus,https://www.cs.purdue.edu/graduate/curriculum/masters.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/computer-science.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.263339018.767983673.1628587298-1709181918.1628587298
"$17,625",24 Months,30,On Campus,https://engineering.purdue.edu/CE/Academics/Graduate/Degree-Requirements,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/engineering.php,$75,https://gradapply.purdue.edu/apply/
"$23,502",18 Months,30,On Campus,https://engineering.purdue.edu/ME/Graduate/Prospective/DegreesOffered#MS,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/engineering.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.82283158.1042524536.1587447701-1331574910.1587447701
"$26,738",24 Months,30,On Campus,https://engineering.purdue.edu/ECE/Academics/Graduates/ms,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/engineering.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.82283158.1042524536.1587447701-1331574910.1587447701
"$41,100",12 Months,30,On Campus,https://engineering.purdue.edu/EngineeringManagement,https://engineering.purdue.edu/EngineeringManagement/apply/tuition,$75,https://gradapply.purdue.edu/apply/?_ga=2.104205248.1928078035.1629362968-157672781.1625489391
"$54,783",11 Months,36,On Campus,https://krannert.purdue.edu/masters/business-analytics-and-information-management/,https://www.krannert.purdue.edu/masters/business-analytics-and-information-management/admissions/home.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.94535452.107900749.1605609156-1301764186.1603959214
"$17,627",24 Months,30,On Campus,https://engineering.purdue.edu/IE/academics/academics/graduate/masters/thesis/thesis-program-landing-page,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/engineering.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.165502454.855581458.1631782203-1107497399.1631160294
"$17,627",24 Months,30,On Campus,https://engineering.purdue.edu/AAE/academics,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/engineering.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.198938859.591142740.1631160294-1107497399.1631160294
"$42,397",12 Months,30,On Campus,https://www.cs.purdue.edu/graduate/professional/program/program-description.html,https://www.cs.purdue.edu/graduate/professional/program/cost.html,NA,https://gradapply.purdue.edu/apply/?_ga=2.82283158.1042524536.1587447701-1331574910.1587447701
"$14,005",24 Months,33,On Campus,https://polytechnic.purdue.edu/degrees/ms-construction-management-technology,https://www.purdue.edu/bursar/tuition/feerates/2020-2021/graduate/engineering.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.229917084.1688627885.1602139693-17620812.1602139693
"$31,509",18 Months,30,On Campus,https://krannert.purdue.edu/masters/global-supply-chain-management/,https://krannert.purdue.edu/masters/global-supply-chain-management/admissions/home.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.152992496.815068507.1626330673-444310312.1625725606
"$60,181",10 Months,36,On Campus,https://krannert.purdue.edu/masters/ms-finance/,https://krannert.purdue.edu/masters/ms-finance/admissions/home.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.261441613.1340477111.1625463450-1532421930.1625463450
"$18,802",24 Months,30,On Campus,https://engineering.purdue.edu/AAE/academics/graduate/quickref,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/engineering.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.82283158.1042524536.1587447701-1331574910.1587447701
"$37,397",12 Months,30,On Campus,https://engineering.purdue.edu/ChE/academics/graduate/masters/degree-requirements,https://engineering.purdue.edu/ChE/academics/graduate/masters/fees,$60,https://gradapply.purdue.edu/apply/?_ga=2.82283158.1042524536.1587447701-1331574910.1587447701
"$31,104",24 Months,30,On Campus,https://polytechnic.purdue.edu/degrees/ms-computer-graphics-technology,https://www.admissions.purdue.edu/costsandfinaid/tuitionfees.php,$75,https://gradapply.purdue.edu/apply/
"$42,174",12 Months,30,On Campus,https://www.purdue.edu/gradschool/prospective/gradrequirements/westlafayette/mgmtms.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/management.php,$75,https://gradapply.purdue.edu/apply/
"$18,802",24 Months,30,On Campus,https://www.purdue.edu/gradschool/prospective/gradrequirements/indianapolis/cds-iupui.html,https://www.purdue.edu/bursar/tuition/calculator.php,$75,https://gradapply.purdue.edu/apply/?utm_source=sidecontent&utm_medium=button&utm_campaign=apply-request-sidecontent&_ga=2.122433867.1179879867.1627295925-1983570029.1615181779
"$25,069",18 Months,30,On Campus,https://engineering.purdue.edu/ABE/academics/graduate,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/engineering.php,$75,https://gradapply.purdue.edu/apply/
"$19,766",18 Months,30,On Campus,https://polytechnic.purdue.edu/degrees/ms-aviation-and-aerospace-management,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/management.php,$75,https://gradapply.purdue.edu/apply/?utm_source=sidecontent&utm_medium=button&utm_campaign=apply-request-sidecontent&_ga=2.115175233.716996552.1625466848-1095553958.1625466848
"$18,802",24 Months,30,On Campus,https://www.physics.purdue.edu/academic-programs/graduate/index.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/
"$25,069",18 Months,30,On Campus,https://www.bio.purdue.edu/Academic/graduate/prospective.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/
"$42,174",12 Months,33,On Campus,https://krannert.purdue.edu/masters/ms-marketing/,https://krannert.purdue.edu/masters/ms-marketing/admissions/home.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.111520834.716996552.1625466848-1095553958.1625466848
"$18,802",24 Months,30,On Campus,https://engineering.purdue.edu/EEE?_ga=2.104041670.716996552.1625466848-1095553958.1625466848,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/engineering.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.82283158.1042524536.1587447701-1331574910.1587447701
"$42,464",18 Months,48,On Campus,https://krannert.purdue.edu/masters/mshrm/,https://krannert.purdue.edu/masters/mshrm/admissions/home.php,$75,https://gradapply.purdue.edu/apply/
"$18,260",24 Months,24,On Campus,https://www.phpr.purdue.edu/graduateprogram/degree-programs,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/pharmacy.php,$75,https://gradapply.purdue.edu/apply/
"$18,802",24 Months,33,On Campus,https://www.stat.purdue.edu/academic_programs/graduate/gradMasters.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.82283158.1042524536.1587447701-1331574910.1587447701
"$17,250",24 Months,30,On Campus,https://krannert.purdue.edu/masters/ms-accounting/,https://krannert.purdue.edu/masters/ms-accounting/admissions/general-admissions.php,$75,https://gradapply.purdue.edu/apply/
"$18,802",24 Months,30,On Campus,https://www.chem.purdue.edu/academic_programs/graduate/index.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/
"$17,627",24 Months,30,On Campus,https://www.math.purdue.edu/academic/grad/cse,https://www.purdue.edu/bursar/tuition/feerates/2020-2021/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/?_ga=2.161216766.2115053615.1629807573-1095553958.1625466848
"$18,802",24 Months,NA,On Campus,https://cla.purdue.edu/academic/philosophy/students/graduate/index.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/
"$12,535",18 Months,30,On Campus,https://www.math.purdue.edu/academic/grad/index.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/
"$18,802",24 Months,38,On Campus,https://www.purdue.edu/gradschool/prospective/gradrequirements/westlafayette/soc.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/
"$53,797",19 Months,48,On Campus,,https://krannert.purdue.edu/executive/emba/EMBA/Program-Costs.php,$75,https://gradapply.purdue.edu/apply/
"$18,802",24 Months,NA,On Campus,https://cla.purdue.edu/academic/communication/Graduate/prospective_students/index.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/
"$18,802",24 Months,30,On Campus,https://cla.purdue.edu/academic/english/gradstudies/ell/maprogram.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/
"$18,802",24 Months,30,On Campus,https://cla.purdue.edu/academic/polsci/gradprog/prospective-students/about-ma-phd-program.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/
"$15,552",24 Months,60,On Campus,https://cla.purdue.edu/academic/rueffschool/ad/industrial/Graduate_Program.html,https://www.purdue.edu/dfa/cost/,$75,https://gradapply.purdue.edu/apply/?utm_source=sidecontent&utm_medium=button&utm_campaign=apply-request-sidecontent
"$18,802",24 Months,NA,On Campus,https://www.purdue.edu/gradschool/prospective/gradrequirements/westlafayette/nrs.html,https://www.purdue.edu/bursar/tuition/feerates/2021-2022/graduate/fall-spring.php,$75,https://gradapply.purdue.edu/apply/
"$20,100",18 Months,30,On Campus,https://udayton.edu/artssciences/academics/computerscience/academic/msc.php,https://udayton.edu/affordability/graduate/tuition-and-cost.php,NA,https://dayton.force.com/graduate/TX_SiteLogin?startURL=%2Fgraduate%2FTargetX_Base__Portal
"$15,075",24 Months,30,On Campus,https://udayton.edu/engineering/departments/mechanical_and_aerospace/grad_ae/aero-engineering-ms.php,https://udayton.edu/affordability/graduate/tuition-and-cost.php,NA,https://dayton.force.com/graduate/TX_SiteLogin?startURL=%2Fgraduate%2FTargetX_Base__Portal
"$20,100",18 Months,30,On Campus,https://udayton.edu/engineering/departments/electrical_and_computer/grad_electrical/grad-electrical-ms.php,https://udayton.edu/affordability/graduate/tuition-and-cost.php,NA,https://dayton.force.com/graduate/TX_SiteLogin?startURL=%2Fgraduate%2FTargetX_Base__Portal
"A$32,900",18 Months,36,On Campus,https://www.canberra.edu.au/coursesandunits/course?course_cd=846AA&version_number=7&title=Master-of-Information-Technology&location=BRUCE&rank=CCC&faculty=Faculty-of-Science-and-Technology&year=2021,https://www.canberra.edu.au/coursesandunits/course?course_cd=846AA&version_number=7&title=Master-of-Information-Technology&location=BRUCE&rank=CCC&faculty=Faculty-of-Science-and-Technology&year=2021,NA,https://student-canberra.studylink.com/index.cfm?event=security.showLogin&msg=eventsecured&fr=sp&en=default
"$32,850",12 Months,30,On Campus,https://udayton.edu/business/departments/accounting/master_of_professional_accountancy/index.php,https://udayton.edu/affordability/graduate/tuition-and-cost.php,NA,https://dayton.force.com/graduate/TX_SiteLogin?startURL=%2Fgraduate%2FTargetX_Base__Portal
