Annual Tuition Fee*,Course Duration,Course Credits,Delivery Medium,Course Link,Tuition Link,Application Fee,Application Link
"A$33,000",24 Months,48,On Campus,https://www.canberra.edu.au/coursesandunits/uc-courses/course?course_cd=ITM001&version_number=1&title=Master-of-Data-Science&location=BRUCE&rank=CCC&faculty=Faculty-of-Science-and-Technology&year=2019,https://www.canberra.edu.au/coursesandunits/uc-courses/course?course_cd=ITM001&version_number=1&title=Master-of-Data-Science&location=BRUCE&rank=CCC&faculty=Faculty-of-Science-and-Technology&year=2019,NA,https://student-canberra.studylink.com/index.cfm?event=security.showLogin&msg=eventsecured&fr=sp&en=default
"A$33,100",24 Months,48,On Campus,https://www.canberra.edu.au/coursesandunits/course?course_cd=309JA&version_number=2&title=Master-of-Business-Informatics&location=BRUCE&rank=CCC&faculty=Faculty-of-Science-and-Technology&year=2021,https://www.canberra.edu.au/coursesandunits/course?course_cd=309JA&version_number=2&title=Master-of-Business-Informatics&location=BRUCE&rank=CCC&faculty=Faculty-of-Science-and-Technology&year=2021,NA,https://student-canberra.studylink.com/index.cfm?event=security.showLogin&msg=eventsecured&fr=sp&en=default
"A$27,000",24 Months,36,On Campus,"https://www.canberra.edu.au/coursesandunits/course?course_cd=723AA&version_number=5&title=Master-of-Business-Administration&location=BRUCE&rank=CCC&faculty=Faculty-of-Business,-Government---Law&year=2021","https://www.canberra.edu.au/coursesandunits/course?course_cd=723AA&version_number=5&title=Master-of-Business-Administration&location=BRUCE&rank=CCC&faculty=Faculty-of-Business,-Government---Law&year=2021",NA,https://student-canberra.studylink.com/index.cfm?event=security.showLogin&msg=eventsecured&fr=sp&en=default
"A$33,200",24 Months,48,On Campus,https://www.canberra.edu.au/coursesandunits/course?course_cd=913AA&version_number=5&title=Master-of-Architecture&location=BRUCE&rank=CCC&faculty=Faculty-of-Arts-and-Design&year=2021,https://www.canberra.edu.au/coursesandunits/course?course_cd=913AA&version_number=5&title=Master-of-Architecture&location=BRUCE&rank=CCC&faculty=Faculty-of-Arts-and-Design&year=2021,NA,https://student-canberra.studylink.com/index.cfm?event=security.showLogin&msg=eventsecured&fr=sp&en=default
"A$35,000",24 Months,48,On Campus,"https://www.canberra.edu.au/coursesandunits/course?course_cd=297JA&version_number=2&title=Master-of-Professional-Accounting&location=BRUCE&rank=CCC&faculty=Faculty-of-Business,-Government---Law&year=2021","https://www.canberra.edu.au/coursesandunits/course?course_cd=297JA&version_number=2&title=Master-of-Professional-Accounting&location=BRUCE&rank=CCC&faculty=Faculty-of-Business,-Government---Law&year=2021",NA,https://student-canberra.studylink.com/index.cfm?event=security.showLogin&msg=eventsecured&fr=sp&en=default
"£26,400",12 Months,180,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/data-science-msc-pgdip-pgcert/#profile,https://www.ncl.ac.uk/postgraduate/2022/degrees/5395f/#fees-and-funding,£50,https://aspire.ncl.ac.uk/Login?_ga=2.239148483.1557077637.1606287896-1093321682.1602793457
"£24,900",12 Months,180,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/computer-science-msc/#profile,https://www.ncl.ac.uk/postgraduate/degrees/5055f/#profile,NA,https://aspire.ncl.ac.uk/Login
"£24,300",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/advanced-computer-science-msc/#profile,https://www.ncl.ac.uk/postgraduate/courses/degrees/advanced-computer-science-msc/#fees&funding,NA,https://aspire.ncl.ac.uk/Login
"£24,300",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/microelectronics-systems-devices-msc/#profile,https://www.ncl.ac.uk/postgraduate/courses/degrees/microelectronics-systems-devices-msc/#fees&funding,NA,https://aspire.ncl.ac.uk/Login
"£20,370",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/international-business-management-msc/,https://www.ncl.ac.uk/postgraduate/courses/degrees/international-business-management-msc/,,
"£23,400",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/environmental-engineering-msc/#profile,https://www.ncl.ac.uk/postgraduate/courses/degrees/environmental-engineering-msc/#fees&funding,NA,https://aspire.ncl.ac.uk/Login
"£24,300",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/communications-signal-processing-msc/,https://www.ncl.ac.uk/postgraduate/courses/degrees/communications-signal-processing-msc/#fees&funding,NA,https://aspire.ncl.ac.uk/Login?_ga=2.31933047.836047560.1605115401-1093321682.1602793457
"£24,300",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/embedded-systems-internet-of-things-msc/#profile,https://www.ncl.ac.uk/postgraduate/courses/degrees/embedded-systems-internet-of-things-msc/#fees&funding,NA,https://aspire.ncl.ac.uk/Login?_ga=2.195478767.236606484.1608195679-566126488.1608195679
"£19,200",12 Months,180,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/e-business-information-systems-msc/#profile,https://www.ncl.ac.uk/postgraduate/courses/degrees/e-business-information-systems-msc/#fees&funding,,
"£23,400",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/chemistry-msc/#profile,https://www.ncl.ac.uk/postgraduate/courses/degrees/chemistry-msc/#fees&funding,NA,https://aspire.ncl.ac.uk/Login
"£22,800",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/drug-delivery-nano-mres/#profile,https://www.ncl.ac.uk/postgraduate/courses/degrees/drug-delivery-nano-mres/#fees&funding,,
"£18,180",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/innovation-creativity-entrepreneurship-msc/,https://www.ncl.ac.uk/postgraduate/courses/degrees/innovation-creativity-entrepreneurship-msc/,,
"£22,800",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/translational-medicine-therapeutics-mres/#profile,https://www.ncl.ac.uk/postgraduate/courses/degrees/translational-medicine-therapeutics-mres/#fees&funding,,
"£23,400",24 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/restorative-dentistry-mclindent/#profile,https://www.ncl.ac.uk/postgraduate/courses/degrees/restorative-dentistry-mclindent/#fees&funding,£50,https://aspire.ncl.ac.uk/Login?_ga=2.110010370.626472986.1604946427-1712174272.1604470286
"£24,300",12 Months,NA,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/transport-engineering-planning-management-msc/#profile,https://www.ncl.ac.uk/postgraduate/courses/degrees/transport-engineering-planning-management-msc/#fees&funding,£50,https://aspire.ncl.ac.uk/Login
"£24,300",12 Months,180,On Campus,https://www.ncl.ac.uk/postgraduate/courses/degrees/reem-msc/#modules,https://www.ncl.ac.uk/postgraduate/courses/degrees/reem-msc/#fees&funding,NA,https://aspire.ncl.ac.uk/Login
"£18,000",48 Months,NA,On Campus,https://www.ncl.ac.uk/undergraduate/degrees/nn14/,https://www.ncl.ac.uk/undergraduate/degrees/nn14/,£20,https://2021.undergrad.apply.ucas.com/appreg/SecurityServlet
"£18,000",48 Months,NA,On Campus,https://www.ncl.ac.uk/undergraduate/degrees/nn14/,https://www.ncl.ac.uk/undergraduate/degrees/nn14/,£20,https://2021.undergrad.apply.ucas.com/appreg/SecurityServlet
"$53,890",24 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/mechanical-and-aerospace-engineering,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$90,https://applyweb.collegenet.com/account/new/create?origin=https://www.applyweb.com/cgi-bin/applymenu?instcode=gspuappl
"$53,890",24 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/computer-science,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$95,https://www.applyweb.com/gspuappl/index.ftl
"$53,890",24 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/chemical-and-biological-engineering,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$95,https://applyweb.collegenet.com/account/new/create?origin=https://www.applyweb.com/cgi-bin/applymenu?instcode=gspuappl
"$53,890",12 Months,NA,On Campus,https://ece.princeton.edu/academics/graduate/program,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$95,https://www.applyweb.com/gspuappl/index.ftl
"$53,890",24 Months,NA,On Campus,https://mae.princeton.edu/graduate/programs,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$90,https://www.applyweb.com/gspuappl/index.ftl
"$53,890",24 Months,NA,On Campus,https://www.cs.princeton.edu/grad/degrees,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$95,https://shibboleth-idp.collegenet.com/idp/profile/SAML2/Redirect/SSO?SAMLRequest=fZJBb4IwFMe%2FCuldirCJa4TE6WEmbhpxO%2ByylPLUJqVlfWXMbz8UnXrx1rSvv%2F97v3aEvFQVG9dup1fwXQM677dUGtnxICG11cxwlMg0LwGZEywbv85Z6AesssYZYRTxxohgnTR6YjTWJdgM7I8U8L6aJ2TnXIWM0qZpfF5Vat9A7gtTUtzJPDcK3I5m%2F0sf0dBDREiXi2xNvGnbk9T8QL%2BwLld7sqhamlKwBQ3uCG63aNvcRio4oVZQSAvC0SxbEG82TchXVIjNQxDncTgMYt4Xm4GIHgdREUfA86gftWWINcw0Oq5dQsIgDHrBUy8crvtDFsYsGHwSb3ly8Cx1IfX2vrC8K0L2sl4ve914H2DxOFpbQNLRQTs7Bturh7iP5Wf7JD37ufJ8Y4YLYWrt6IheBXWpFXtrybPp0igp9t5YKdNMLHAHCekTmnZXbv9K%2Bgc%3D&RelayState=https%3A%2F%2Fwww.applyweb.com%2Fshibboleth%2Fgatekeeper%3Fdest%3D%252Fcgi-bin%252Fapp%253Fs%253Dgspuappl
"$53,890",24 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/civil-and-environmental-engineering,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$95,https://applyweb.collegenet.com/account/new/create?origin=https://www.applyweb.com/cgi-bin/applymenu?instcode=gspuappl
"$53,890",24 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/finance,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$95,https://www.applyweb.com/gspuappl/index.ftl
"$56,010",24 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/operations-research-and-financial-engineering,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$75,https://applyweb.collegenet.com/account/new/create?origin=https://www.applyweb.com/cgi-bin/applymenu?instcode=gspuappl
"$53,890",24 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/architecture,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,NA,
"$53,890",24 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/chemistry,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$95,https://www.applyweb.com/gspuappl/index.ftl
"$53,890",12 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/electrical-and-computer-engineering,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,NA,
"$56,010",12 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/chemical-and-biological-engineering,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$75,https://www.applyweb.com/gspuappl/index.ftl
"$53,890",12 Months,NA,On Campus,https://gradschool.princeton.edu/academics/fields-study/civil-and-environmental-engineering,https://gradschool.princeton.edu/costs-funding/tuition-and-costs,$95,https://applyweb.collegenet.com/account/new/create?origin=https://www.applyweb.com/cgi-bin/applymenu?instcode=gspuappl
"£18,336",15 Months,180,On Campus,https://www.arts.ac.uk/subjects/journalism-pr-media-and-publishing/postgraduate/ma-public-relations-lcc#careers-and-alumni,https://www.arts.ac.uk/subjects/journalism-pr-media-and-publishing/postgraduate/ma-public-relations-lcc#fees-and-funding,NA,https://sits.arts.ac.uk/urd/sits.urd/run/siw_ipp_lgn.login?process=siw_ipp_app&code1=LCCMAPREFD01&code2=0004
"$28,800",12 Months,30,On Campus,https://sentry.rmu.edu/OnTheMove/wpmajdegr.major_desc?idegree=MS&imajor=ISMG&ischool=G&icalledby=WPMAJDEGR#divTitle430,http://sfs.rmu.edu/tuition-fee-schedules/2020-2021-tuition-fees,$35,https://www.rmu-grad.org/apply/
"$49,364",12 Months,NA,On Campus,https://www.rmu.edu/academics/graduate/sihss/social-sciences/cyber-investigations-and-intelligence-ms,https://www.rmu.edu/admissions/financial-aid/costs,NA,https://www.rmu-grad.org/apply/
"£16,700",12 Months,120,On Campus,https://www.brookes.ac.uk/courses/postgraduate/automotive-engineering-with-electric-vehicles/,https://www.brookes.ac.uk/courses/postgraduate/automotive-engineering-with-electric-vehicles/#,NA,https://brookesacuk.elluciancrmrecruit.com/Apply/Account/Create?returnUrl=%2FApply%2F
"$14,396",24 Months,30,On Campus,https://www.angelo.edu/academics/programs/computer-science-ms/,https://www.angelo.edu/admissions-and-aid/paying-for-college/tuition-and-fees/,$50,https://www.applytexas.org/adappc/gen/c_start.WBX
"£16,700",12 Months,180,On Campus,https://www.brookes.ac.uk/courses/postgraduate/motorsport-engineering-msc,https://www.brookes.ac.uk/courses/postgraduate/motorsport-engineering-msc,,
"£16,600",12 Months,180,On Campus,https://www.brookes.ac.uk/courses/postgraduate/computing/,https://www.brookes.ac.uk/courses/postgraduate/computing/,£20,https://brookesacuk.elluciancrmrecruit.com/Apply/Account/Create?returnUrl=%2FApply%2F
"£15,700",12 Months,NA,On Campus,https://www.brookes.ac.uk/courses/postgraduate/mechanical-engineering-msc/,https://www.brookes.ac.uk/courses/postgraduate/mechanical-engineering-msc/,NA,https://www.brookes.ac.uk/studying-at-brookes/how-to-apply/applying-direct/
"£15,700",12 Months,NA,On Campus,https://www.brookes.ac.uk/courses/postgraduate/software-engineering/,https://www.brookes.ac.uk/courses/postgraduate/software-engineering/,NA,https://www.brookes.ac.uk/studying-at-brookes/how-to-apply/applying-direct/
"£15,900",12 Months,NA,On Campus,https://www.brookes.ac.uk/courses/postgraduate/finance/,https://www.brookes.ac.uk/courses/postgraduate/finance/#,NA,https://www.brookes.ac.uk/studying-at-brookes/how-to-apply/applying-direct/
"£14,700",12 Months,NA,On Campus,https://www.brookes.ac.uk/courses/postgraduate/construction-project-management,https://www.brookes.ac.uk/courses/postgraduate/construction-project-management,,
"£16,300",12 Months,180,On Campus,https://www.brookes.ac.uk/courses/postgraduate/data-analytics/,https://www.brookes.ac.uk/courses/postgraduate/data-analytics/,NA,https://brookesacuk.elluciancrmrecruit.com/Apply/Account/Create?returnUrl=%2FApply%2F
"£15,700",12 Months,NA,On Campus,https://www.brookes.ac.uk/courses/postgraduate/artificial-intelligence/,https://www.brookes.ac.uk/courses/postgraduate/artificial-intelligence/,NA,https://www.brookes.ac.uk/studying-at-brookes/how-to-apply/applying-direct/
"£16,300",12 Months,NA,On Campus,https://www.brookes.ac.uk/courses/postgraduate/advanced-computer-science,https://www.brookes.ac.uk/courses/postgraduate/advanced-computer-science,NA,https://www.brookes.ac.uk/studying-at-brookes/how-to-apply/applying-direct/
"A$28,600",12 Months,16,On Campus,https://www.deakin.edu.au/course/master-information-systems,https://www.deakin.edu.au/course/master-information-systems?gclid=CjwKCAjwtfqKBhBoEiwAZuesiO3i-QFkzZ2n8Jzz7buO0_Z6jO1BW86kPUJXI1KOWLb0WwiZglczPRoC10MQAvD_BwE&ef_id=CjwKCAjwtfqKBhBoEiwAZuesiO3i-QFkzZ2n8Jzz7buO0_Z6jO1BW86kPUJXI1KOWLb0WwiZglczPRoC10MQAvD_BwE:G:s&s_kwcid=AL!855!3!192706981185!b!!g!!%2Bmaster%20%2Binformation%20%2Bsystems#,A$55,https://apply.deakin.edu.au/direct-applications
"A$36,400",24 Months,16,On Campus,https://www.deakin.edu.au/course/master-business-analytics-international,https://www.deakin.edu.au/course/master-business-analytics-international,A$55,https://student-deakin.studylink.com/index.cfm?event=security.showLogin&msg=eventsecured&fr=sp&en=default
"A$36,000",24 Months,16,On Campus,https://www.deakin.edu.au/course/master-architecture-international,https://www.deakin.edu.au/course/master-architecture-international,A$55,https://student-deakin.studylink.com/index.cfm?event=security.showLogin&msg=eventsecured&fr=sp&en=default
"£16,300",12 Months,NA,On Campus,https://www.brookes.ac.uk/courses/postgraduate/computer-science-for-cyber-security,https://www.brookes.ac.uk/courses/postgraduate/computer-science-for-cyber-security,NA,https://www.brookes.ac.uk/studying-at-brookes/how-to-apply/applying-direct/
"A$26,800",24 Months,NA,On Campus,https://www.deakin.edu.au/course/master-construction-management-professional,https://www.deakin.edu.au/course/master-construction-management-professional,A$55,https://apply.deakin.edu.au/direct-applications
"£15,500",12 Months,NA,On Campus,https://www.brookes.ac.uk/courses/postgraduate/digital-media-production/,https://www.brookes.ac.uk/courses/postgraduate/digital-media-production/,NA,https://brookesacuk.elluciancrmrecruit.com/Apply/Account/Create?returnUrl=%2FApply%2F
"A$36,400",24 Months,16,On Campus,https://www.deakin.edu.au/course/master-information-technology-management-international,https://www.deakin.edu.au/course/master-information-technology-management-international,A$55,https://student-deakin.studylink.com/index.cfm?event=security.showLogin&msg=eventsecured&fr=sp&en=default
"A$36,400",12 Months,16,On Campus,https://www.deakin.edu.au/course/master-data-science-international,https://www.deakin.edu.au/course/master-data-science-international,A$55,https://student-deakin.studylink.com/index.cfm?event=security.showLogin&msg=eventsecured&fr=sp&en=default
